cell_id,Gate
2,0
3,1
5,1
7,1
9,1
17,1
19,1
20,1
21,1
23,1
25,1
27,1
29,1
32,1
33,0
34,0
35,0
36,0
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,0
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,1
60,0
61,1
62,0
63,0
64,1
65,1
66,1
67,0
68,1
69,0
70,0
71,0
72,1
73,0
74,1
75,1
76,0
77,0
78,1
79,1
80,1
81,0
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,0
95,1
96,0
97,0
98,0
99,1
100,1
101,1
102,0
103,1
104,1
105,1
106,0
107,1
108,1
109,1
110,1
111,1
112,0
113,1
114,1
115,1
116,0
117,1
118,1
119,1
120,1
121,1
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,0
140,0
141,0
142,0
143,0
144,1
145,1
146,1
147,0
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
172,1
173,1
175,1
176,0
177,1
178,1
182,1
184,1
185,0
186,1
188,1
189,1
191,1
192,1
193,1
195,1
196,1
197,0
199,1
204,1
205,0
206,1
207,0
208,0
209,1
211,0
212,0
213,1
215,1
217,1
218,1
222,1
224,1
225,1
227,1
229,1
230,0
234,1
235,1
236,1
237,1
238,0
239,0
245,0
247,0
248,0
250,0
251,0
252,1
255,0
256,1
258,1
260,0
262,1
263,0
264,0
266,0
267,1
268,1
270,1
272,0
274,1
278,0
279,0
280,0
282,0
283,1
285,0
290,1
291,1
292,1
293,0
294,1
295,0
299,1
301,0
303,1
304,0
305,0
307,0
308,0
309,1
311,1
313,0
315,1
317,0
320,0
321,1
322,1
324,1
326,1
328,1
332,0
333,1
334,1
335,0
336,0
337,1
339,1
345,0
346,1
347,0
348,1
349,1
350,0
355,0
357,1
359,1
360,1
361,0
362,1
365,1
368,1
370,1
372,1
373,0
374,1
378,1
380,0
382,0
384,1
386,0
387,1
391,1
393,0
396,0
397,1
398,0
399,1
404,1
407,0
408,1
409,0
410,1
411,1
414,0
417,0
419,1
421,1
422,0
423,0
428,0
431,0
432,1
433,1
434,1
435,0
440,1
443,1
444,1
445,1
446,1
447,1
448,0
449,1
450,1
451,0
452,0
453,1
454,0
455,1
456,1
457,1
458,0
459,0
460,1
461,0
462,1
463,1
464,0
465,1
466,1
467,1
468,1
469,0
470,1
471,1
472,1
473,1
474,0
475,1
476,0
477,1
478,0
479,0
512,0
513,0
514,0
515,1
517,1
547,1
549,0
551,0
553,1
555,0
556,0
558,1
560,0
562,1
564,1
566,1
568,0
569,0
573,0
575,1
577,0
579,1
580,1
582,1
585,0
587,1
589,1
591,0
593,1
594,1
597,0
600,1
602,0
604,1
605,1
607,0
609,1
613,1
615,1
616,0
618,1
620,1
621,1
626,0
628,0
630,0
632,1
633,0
634,0
639,0
641,0
643,0
644,1
645,1
646,1
652,0
654,0
655,0
656,0
657,0
658,0
659,0
667,1
668,1
669,0
670,1
671,1
672,1
679,1
680,1
681,1
682,1
683,1
685,0
691,1
692,1
693,1
694,1
695,1
696,1
704,1
705,0
706,0
707,0
709,1
711,1
716,1
718,1
720,1
722,0
724,1
726,1
728,1
733,1
735,1
737,1
738,1
739,1
740,1
747,1
748,1
749,1
750,1
751,1
753,1
759,1
760,1
762,0
764,1
766,1
768,1
771,1
773,1
776,1
778,1
780,1
781,1
787,1
789,1
791,1
793,1
794,0
795,1
802,0
803,1
804,1
805,0
806,0
807,1
814,1
815,0
816,0
817,1
818,1
819,1
823,0
825,1
827,1
829,1
830,1
831,1
837,1
839,1
840,0
841,0
842,1
843,1
850,1
874,0
875,1
876,0
877,1
878,0
881,1
882,1
883,1
884,1
886,1
889,1
891,1
897,1
899,1
901,1
903,1
904,1
905,0
912,1
913,1
915,1
917,1
919,1
922,1
925,1
929,1
931,0
933,1
934,0
935,0
941,1
943,0
944,0
945,0
952,1
953,0
958,1
961,1
963,0
964,1
965,1
966,1
973,1
974,1
975,1
977,1
979,1
981,1
985,1
988,0
990,1
992,1
995,1
996,1
998,0
1004,1
1005,1
1007,1
1008,1
1009,0
1010,0
1017,1
1018,0
1019,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,0
1139,0
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,0
1159,1
1160,1
1161,0
1162,0
1163,1
1164,1
1165,1
1166,1
1167,0
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,1
1177,1
1178,1
1179,0
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,1
1191,1
1192,0
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,1
1207,0
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,0
1216,0
1217,1
1218,1
1219,1
1220,0
1221,1
1222,1
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,1
1231,1
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0
1242,1
1243,1
1244,1
1245,1
1246,0
1247,0
1248,0
1249,1
1250,0
1251,1
1252,1
1253,0
1254,1
1255,1
1256,1
1257,1
1258,1
1259,0
1260,1
1261,1
1262,1
1263,1
1264,0
1265,1
1266,0
1267,1
1268,1
1269,1
1270,1
1273,0
1274,1
1275,1
1276,1
1277,0
1278,1
1285,1
1286,1
1287,1
1289,1
1291,1
1293,1
1297,0
1298,1
1301,1
1303,1
1305,0
1306,1
1309,0
1310,1
1312,1
1314,1
1316,1
1318,1
1320,0
1323,0
1324,1
1327,1
1329,0
1331,0
1332,1
1335,1
1336,0
1339,1
1341,1
1343,0
1344,1
1347,1
1348,1
1351,1
1353,0
1355,0
1356,0
1359,1
1360,1
1362,1
1364,1
1366,1
1368,0
1371,1
1372,1
1374,1
1376,1
1378,0
1380,0
1383,0
1384,1
1386,0
1388,1
1390,0
1392,0
1395,0
1396,1
1399,1
1401,1
1403,1
1405,0
1407,1
1409,0
1412,0
1414,0
1416,1
1417,1
1419,1
1421,1
1423,1
1426,1
1428,0
1429,1
1432,0
1433,1
1435,1
1439,1
1440,0
1442,0
1444,0
1445,1
1447,1
1450,1
1452,1
1453,1
1455,1
1457,0
1458,1
1461,0
1463,1
1465,0
1467,1
1469,1
1471,1
1474,1
1476,1
1478,0
1479,1
1482,0
1483,1
1486,1
1488,1
1490,1
1492,1
1494,1
1495,0
1498,1
1500,0
1502,1
1504,1
1506,1
1507,1
1510,1
1512,1
1514,1
1516,1
1519,0
1520,1
1521,1
1523,1
1524,1
1526,1
1531,1
1532,1
1533,1
1534,0
1535,1
1537,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,0
1555,0
1557,1
1558,1
1559,1
1560,1
1561,1
1566,1
1568,1
1569,1
1571,1
1572,1
1573,1
1574,1
1577,0
1579,0
1580,1
1581,0
1582,0
1583,1
1584,0
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,0
1593,0
1594,0
1595,1
1596,0
1597,1
1598,0
1599,1
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,1
1607,1
1608,1
1609,0
1610,1
1616,1
1617,1
1618,1
1619,1
1620,0
1621,0
1622,0
1623,0
1624,1
1625,0
1626,1
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,1
1637,1
1638,1
1639,0
1640,1
1641,1
1642,1
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,1
1652,0
1654,0
1656,0
1657,1
1658,1
1659,1
1663,1
1665,0
1667,1
1669,1
1670,1
1671,1
1675,0
1677,1
1679,1
1681,1
1682,0
1683,1
1690,1
1691,0
1692,0
1694,1
1696,0
1698,1
1702,0
1703,0
1704,1
1707,1
1829,1
1830,0
1832,0
1838,0
1839,0
