cell_id,Gate
2,1
4,1
6,1
8,1
9,1
11,1
12,1
14,1
15,1
17,1
19,1
21,1
24,1
26,1
27,1
29,0
31,1
33,1
35,1
37,1
39,1
40,1
42,0
44,0
47,0
48,1
50,1
52,1
54,1
56,1
58,1
60,1
61,1
63,1
65,1
66,1
68,1
70,1
72,1
74,1
75,1
77,1
79,1
81,1
82,1
84,1
86,1
87,1
88,1
90,1
91,1
93,1
95,1
96,1
98,1
100,1
102,1
104,1
105,1
107,1
109,1
111,1
112,1
113,1
114,1
116,1
118,1
120,1
122,1
124,1
126,1
127,1
129,1
131,1
133,1
135,1
137,1
138,1
140,1
141,1
143,1
145,1
147,0
149,1
150,1
153,1
154,0
155,1
157,1
159,1
161,1
164,1
166,1
167,1
168,1
170,1
171,1
174,1
177,1
178,1
180,1
181,1
182,1
184,1
187,1
189,1
191,1
193,1
194,0
196,1
198,1
200,1
203,1
205,1
207,1
209,1
215,1
221,1
223,1
227,0
229,0
232,1
235,1
241,1
245,0
248,1
249,1
252,1
257,1
263,1
265,1
267,0
270,1
272,1
275,1
280,1
281,1
282,1
285,1
287,1
290,1
297,1
300,1
303,1
304,1
307,1
309,1
315,1
318,1
320,1
322,1
325,1
327,1
331,1
337,1
339,1
343,1
345,1
348,1
349,1
357,1
359,1
362,1
365,0
367,0
369,0
375,1
378,1
380,0
383,1
385,0
387,0
394,0
396,0
399,0
402,0
404,0
407,0
414,0
417,1
420,0
421,1
423,1
425,0
430,0
432,1
444,1
448,1
449,1
451,1
455,1
458,1
460,1
462,1
464,1
466,1
471,1
473,1
475,1
477,1
479,1
481,1
485,1
488,1
491,1
493,1
494,1
498,1
500,1
503,1
505,0
506,1
509,1
510,0
512,1
514,1
515,1
516,1
517,1
518,1
519,1
521,1
523,1
525,1
528,1
530,1
532,1
534,1
538,1
539,0
543,1
544,1
545,1
549,1
552,1
554,1
556,1
558,1
560,1
563,1
565,1
567,1
569,1
571,1
572,1
576,1
578,0
580,1
583,0
585,1
587,1
589,1
593,0
594,0
596,1
598,0
599,1
603,1
605,1
608,1
609,1
611,1
612,1
617,1
619,1
621,0
623,1
625,1
627,1
629,1
632,1
636,0
637,1
639,1
641,0
643,1
646,1
649,1
651,1
653,1
655,1
657,1
660,1
663,1
665,1
666,1
668,1
670,1
673,1
675,1
677,1
678,1
680,1
682,1
684,1
686,1
689,1
690,1
691,1
693,1
695,0
698,1
701,0
702,1
703,1
705,0
707,1
712,1
714,0
716,1
717,1
719,1
721,1
724,0
725,1
727,1
729,1
730,1
732,1
735,1
737,1
738,1
740,1
742,1
744,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
757,0
759,1
762,1
764,1
765,1
768,1
771,1
773,1
775,1
776,1
778,0
780,1
782,1
784,1
786,1
788,1
790,1
792,1
794,1
796,1
798,1
800,1
803,1
805,1
808,1
810,0
812,0
813,1
815,1
817,1
819,1
822,1
824,1
826,1
828,1
829,1
833,1
836,0
838,1
839,1
841,0
843,1
846,1
848,1
850,1
851,1
853,1
855,1
858,1
860,1
862,1
863,1
865,1
866,1
870,1
872,1
874,1
876,1
877,1
879,1
884,1
885,1
887,1
888,1
891,1
893,0
896,1
897,1
899,1
900,0
902,1
904,1
908,1
909,1
911,1
913,1
915,1
916,1
920,1
921,1
923,1
924,0
926,1
929,1
932,1
934,1
936,0
937,1
939,1
941,1
944,1
946,1
948,1
949,1
950,1
952,1
957,1
958,1
960,1
962,1
963,0
965,1
967,1
970,1
972,1
974,1
976,1
978,0
980,1
983,0
984,1
992,1
995,0
997,0
999,0
1001,0
1002,0
1004,0
1006,0
1007,1
1009,1
1012,1
1014,1
1015,0
1017,1
1019,0
1020,0
1024,0
1026,0
1028,0
1030,1
1032,0
1034,1
1037,0
1038,0
1039,0
1041,1
1042,1
1044,0
1048,0
1051,0
1052,0
1053,0
1054,0
1056,0
1061,0
1063,0
1064,0
1065,0
1067,0
1068,0
1070,1
1074,0
1076,0
1077,1
1079,0
1081,0
1083,0
1086,0
1088,0
1089,0
1090,0
1092,0
1094,0
1099,1
1100,1
1101,0
1102,0
1103,0
1105,0
1111,0
1112,0
1114,0
1116,1
1118,0
1120,0
1123,0
1124,0
1127,0
1129,0
1131,0
1133,0
1135,0
1137,1
1139,0
1141,0
1143,0
1145,0
1148,0
1149,0
1152,0
1154,0
1156,0
1158,0
1160,1
1161,0
1164,0
1166,0
1168,1
1170,0
1172,0
1174,0
1177,0
1179,0
1181,0
1183,1
1184,1
1186,1
1190,0
1192,1
1194,0
1195,0
1196,0
1199,1
1202,1
1205,1
1206,1
1207,1
1208,0
1222,1
1224,0
1226,0
1228,0
1230,0
1233,0
1235,0
1237,0
1239,1
1241,0
1243,0
1245,0
1247,0
1249,0
1251,0
1253,0
1255,0
1257,0
1259,0
1261,0
1263,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
