cell_id,Gate
1,1
2,1
4,1
6,0
8,1
11,1
12,0
14,1
15,1
17,1
19,1
21,1
23,0
25,0
27,1
28,1
29,0
31,0
32,0
34,1
35,0
37,1
38,1
40,1
42,0
43,1
45,1
46,1
48,1
49,1
51,0
52,1
54,1
55,1
57,1
58,0
60,0
61,0
62,0
63,1
65,1
66,0
67,1
69,0
70,1
72,1
74,0
76,1
78,0
79,1
81,1
82,0
83,1
85,0
87,1
89,1
91,0
93,0
95,0
96,1
98,0
101,1
103,1
105,0
107,1
109,1
110,0
113,1
115,0
117,1
119,0
121,0
122,1
125,1
128,1
130,1
132,1
133,1
135,1
137,0
140,0
142,0
144,1
145,0
147,0
150,1
152,0
154,1
156,0
157,0
158,1
159,1
162,1
164,0
165,0
167,1
169,1
170,1
172,1
174,1
175,0
177,0
178,0
180,1
183,1
184,1
185,0
187,0
188,1
189,0
191,0
194,0
196,1
198,0
199,1
201,0
203,0
207,1
209,1
211,1
212,1
213,0
215,0
219,1
222,0
223,1
227,0
230,1
231,0
233,0
234,0
235,1
237,0
238,0
239,1
242,1
244,1
245,1
247,1
249,0
250,0
253,1
255,0
257,0
258,0
260,1
262,0
265,1
266,0
268,0
270,0
272,1
273,1
275,1
277,1
279,0
281,1
283,1
284,1
286,0
288,1
290,0
291,0
292,1
293,1
295,1
298,0
299,0
302,1
303,0
305,0
306,0
310,0
313,0
315,0
316,0
318,0
321,0
325,0
328,1
332,1
334,1
335,0
337,1
341,1
344,1
345,0
346,1
347,1
348,1
351,1
353,0
356,1
358,1
359,0
360,1
363,0
365,1
367,1
370,0
371,0
373,0
375,1
377,1
379,0
381,1
382,0
384,0
386,0
389,1
391,1
393,1
395,0
397,1
398,0
400,1
401,0
403,0
405,0
408,0
410,1
412,0
413,0
415,0
417,1
420,1
421,0
423,1
426,1
428,1
430,1
433,1
434,0
437,0
438,1
440,1
442,0
444,0
446,1
448,0
451,1
453,1
455,1
456,1
458,0
459,0
461,1
464,1
466,1
468,1
470,0
471,0
474,0
477,0
479,1
481,1
482,1
483,1
487,1
488,1
491,1
493,1
494,0
495,1
502,1
504,1
505,0
506,0
508,0
510,1
515,1
516,1
517,1
518,0
520,0
522,0
527,0
528,0
529,1
530,0
532,1
534,1
539,0
540,0
541,1
542,0
544,1
546,1
551,0
552,0
553,1
554,1
556,1
558,0
563,1
564,1
565,1
566,1
568,0
570,1
575,1
576,1
577,0
578,0
580,1
582,1
587,0
588,0
589,0
591,1
593,0
595,0
599,0
601,0
602,1
604,0
606,0
608,1
612,0
613,1
614,0
616,0
618,1
620,0
622,0
625,1
626,1
628,1
630,0
632,0
634,0
637,0
638,0
640,0
642,1
644,0
646,0
649,1
651,1
652,0
654,0
656,1
658,0
661,0
663,0
664,1
666,1
668,0
670,0
673,1
675,0
677,0
679,0
681,1
683,0
685,1
687,0
689,0
691,0
693,0
695,0
698,1
700,0
702,0
704,0
706,0
708,1
710,1
712,1
714,1
716,0
718,0
720,0
722,0
725,0
727,1
729,0
731,1
733,1
734,1
736,0
738,0
740,0
742,0
744,1
746,1
748,1
750,1
752,0
754,1
756,1
758,1
760,0
762,1
764,1
766,0
768,0
770,1
772,0
775,1
777,0
779,0
781,0
782,1
784,0
788,0
790,1
792,1
793,0
794,0
797,0
800,1
802,0
804,0
805,0
806,1
808,1
812,1
814,1
816,1
818,0
819,0
820,1
823,0
826,1
828,0
830,1
831,1
832,1
835,1
838,0
840,1
842,1
843,1
844,1
847,1
850,1
852,0
854,1
855,0
856,0
859,0
862,0
865,1
866,0
867,1
869,1
872,1
875,0
877,0
878,1
879,0
881,1
882,0
886,0
889,1
890,1
891,1
893,0
894,0
898,1
901,0
902,0
903,1
905,1
906,0
910,0
913,0
914,1
915,0
917,1
918,1
922,0
925,1
926,0
927,1
928,0
930,0
933,1
936,1
938,0
939,1
940,0
942,1
945,0
948,0
950,0
951,1
953,1
955,1
956,0
960,0
963,1
964,0
966,1
967,0
969,0
973,1
975,0
976,0
978,0
980,0
981,0
985,1
987,1
988,0
989,0
990,1
992,1
994,0
996,1
998,1
999,0
1001,0
1003,0
1005,0
1007,0
1009,0
1011,0
1013,0
1015,0
1017,0
1019,0
1021,1
1023,1
1025,0
1027,0
1029,0
1030,0
1032,1
1033,0
1035,1
1037,1
1041,0
1042,0
1044,0
1046,0
1047,1
1049,0
1052,1
1054,1
1055,0
1056,1
1058,0
1059,0
1062,0
1064,1
1067,1
1068,1
1069,0
1071,0
1072,1
1076,1
1079,0
1081,0
1082,0
1083,1
1085,1
1088,0
1091,0
1093,1
1094,0
1095,0
1097,0
1100,1
1103,0
1105,0
1106,1
1107,0
1108,1
1110,0
1112,1
1117,0
1118,1
1119,0
1121,0
1123,0
1126,0
1129,1
1130,0
1131,1
1132,0
1133,1
