cell_id,Gate
6,1
7,0
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,0
23,1
24,1
27,1
29,0
31,1
33,0
35,0
37,1
40,1
42,1
44,1
46,0
48,1
50,0
51,1
54,1
56,0
58,1
60,1
61,1
63,1
66,1
68,1
70,1
72,1
74,0
75,1
76,0
80,1
82,1
84,1
85,1
87,1
89,0
90,1
91,1
93,1
95,0
96,1
98,1
102,1
103,1
105,1
107,1
110,1
112,1
114,1
116,1
119,1
121,1
124,1
125,1
126,1
131,0
132,1
134,1
135,1
137,1
138,1
140,0
141,1
142,1
143,1
144,1
145,0
151,1
152,1
154,0
155,1
156,0
157,0
164,0
165,1
166,1
167,0
168,1
169,1
173,1
175,1
176,1
178,0
179,1
180,1
250,1
251,1
252,0
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,0
272,1
273,0
274,0
275,0
276,0
277,0
278,1
279,1
280,1
281,0
282,1
283,1
284,1
285,0
286,1
287,1
288,1
289,1
290,0
291,0
292,0
293,1
294,0
295,1
296,0
297,1
298,0
299,1
492,0
493,0
494,1
495,1
496,1
497,1
504,0
505,0
506,1
507,1
508,0
509,1
511,1
518,1
519,0
520,0
521,0
522,0
523,1
530,0
531,1
532,0
533,1
534,1
535,1
542,1
543,1
544,0
545,1
546,1
547,1
554,1
555,1
556,1
557,1
558,1
559,1
566,1
567,1
568,1
570,1
572,0
574,0
579,1
580,0
581,0
583,1
585,1
587,1
589,1
592,1
593,1
594,1
804,1
805,0
806,0
814,0
815,0
920,1
921,0
922,1
923,0
924,1
925,1
926,1
927,0
928,1
929,0
930,1
931,1
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,1
941,0
942,1
943,1
944,0
945,0
946,1
947,1
948,0
950,1
951,0
952,1
953,0
954,0
955,0
960,1
961,1
962,0
963,1
964,0
965,1
966,0
967,1
968,0
969,1
970,0
971,0
972,1
973,1
974,0
975,1
976,1
977,0
978,0
979,0
980,1
981,0
982,1
983,1
984,0
985,0
986,1
987,0
988,1
989,1
990,0
991,1
992,1
993,0
994,0
995,0
996,0
997,1
998,1
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,1
1007,0
1008,1
1009,1
1010,0
1011,0
1012,1
1013,1
1014,0
1015,1
1016,1
1017,1
1018,1
1033,1
1034,1
1035,1
1042,1
1043,0
1044,1
1045,1
1046,0
1047,1
1048,1
1055,0
1056,0
1057,0
1058,0
1059,1
1060,1
1066,0
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1080,1
1081,0
1082,0
1083,0
1084,1
1085,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,0
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1130,1
1132,1
1133,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1252,1
1253,0
1254,0
1255,0
1256,0
1262,0
1263,0
1264,1
1265,0
1266,1
1267,1
1268,1
1269,1
1270,0
1271,1
1272,0
1273,1
1274,0
1275,1
1276,0
1277,1
1278,0
1279,1
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,0
1289,1
1290,0
1291,0
1292,0
1294,0
1295,1
1296,0
1301,0
1302,0
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,1
1310,0
1311,1
1312,0
1313,1
1314,0
1315,1
1316,1
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,1
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,1
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,1
1359,0
1375,0
1376,0
1383,0
1384,1
1385,0
1386,0
1387,0
1388,1
1395,1
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1408,0
1409,0
1410,0
1411,0
1412,1
1413,0
1418,1
1419,1
1421,0
1422,0
1424,0
1425,0
1427,1
1428,0
1429,0
1430,0
1431,0
1432,1
1439,0
1440,0
1441,0
1442,0
1443,1
1444,0
1447,0
1448,0
1449,0
1451,1
1452,1
1453,0
1457,1
1458,1
1459,1
1460,0
1502,0
1503,0
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,1
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,1
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,1
1533,1
1534,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1573,0
1575,0
1577,0
1578,0
1579,0
1580,1
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,1
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,1
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,1
1651,0
1654,0
1655,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1673,1
1674,0
1675,0
1676,0
1677,0
1678,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1692,0
1693,1
1694,0
1695,0
1697,0
1698,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1711,0
1712,1
1714,0
1715,0
1716,0
1717,0
1720,0
1721,0
1723,0
1724,0
1726,0
1727,0
1728,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1743,0
1744,0
1745,0
1746,0
1747,1
1748,0
1751,0
1752,0
1754,0
1755,0
1757,0
1758,0
1760,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1773,0
1774,0
1775,0
1777,0
1778,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1802,1
1803,0
1805,0
1806,0
1808,0
1810,0
1812,0
1813,1
1814,0
1815,0
1816,0
1817,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1893,0
1894,0
1895,1
1896,0
1897,0
1898,0
1901,0
1903,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,1
1918,1
1919,0
1920,0
1921,0
1922,0
1923,0
1924,1
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,1
1934,0
1935,1
1936,0
1937,0
1938,1
1939,0
1940,0
1941,0
1942,0
1943,1
1944,0
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,1
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
2000,0
2001,0
2003,0
2004,0
2005,0
2006,0
2009,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,1
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,1
2079,0
2080,0
2081,0
2082,0
2083,0
2084,1
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,1
2096,0
2097,0
2098,0
2099,0
2103,1
2104,0
2105,0
2107,0
2109,0
2111,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2122,0
2128,1
2129,0
2130,0
2131,0
2132,0
2133,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2152,1
2153,0
2154,0
2155,0
2156,0
2157,0
2164,1
2165,0
2166,0
2167,0
2168,1
2169,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2189,0
2190,0
2191,0
2192,0
2193,1
2194,0
